Hugo_Symbol	penetrance	Proposed_level	num_samples	somatic_driver_rate	pathogenic_germline_rate	percent_biallelic
VHL	High,Uncertain	Other	475	0.0168	0.0021	1
MST1	Uncertain	Ovarian Cancer	300	0.0033	0.0033	0
NUP93	Uncertain	Ovarian Cancer	300	0	0.0033	1
APC	Low,High	Ovarian Cancer	384	0.0026	0.0312	0.222
ATM	Moderate	Ovarian Cancer	384	0.0234	0.0078	0.333
BAP1	High	Ovarian Cancer	384	0.0052	0.0026	1
BLM	Uncertain	Ovarian Cancer	384	0	0.0052	0.5
BRCA1	High	Ovarian Cancer	384	0.0312	0.0677	0.947
BRCA2	High	Ovarian Cancer	384	0.0182	0.0365	0.769
BRIP1	Moderate	Ovarian Cancer	384	0.0078	0.0026	1
CHEK2	Moderate,Uncertain	Ovarian Cancer	384	0	0.0104	0.333
DIS3	Uncertain	Ovarian Cancer	384	0	0.0026	0
ERCC2	Uncertain	Ovarian Cancer	384	0	0.0026	0
ERCC3	Uncertain	Ovarian Cancer	384	0	0.0052	0
ERCC5	Uncertain	Ovarian Cancer	384	0	0.0026	0
FAM175A	Uncertain	Ovarian Cancer	384	0	0.0026	NA
FANCA	Uncertain	Ovarian Cancer	384	0	0.0026	NA
FAT1	Uncertain	Ovarian Cancer	384	0.0052	0.0026	0
FH	Uncertain,High	Ovarian Cancer	384	0	0.0026	0
HNF1A	Uncertain	Ovarian Cancer	384	0.0026	0.0026	NA
IKZF1	Uncertain	Ovarian Cancer	384	0	0.0026	NA
JAK3	Uncertain	Ovarian Cancer	384	0	0.0026	0
LATS1	Uncertain	Ovarian Cancer	384	0.0104	0.0026	1
MITF	Moderate	Ovarian Cancer	384	0	0.0026	0
MUTYH	Low	Ovarian Cancer	384	0	0.0078	0.5
NBN	Moderate	Ovarian Cancer	384	0	0.0026	0
NOTCH3	Uncertain	Ovarian Cancer	384	0	0.0026	0
PIK3C2G	Uncertain	Ovarian Cancer	384	0	0.0078	0.333
PMS1	Uncertain	Ovarian Cancer	384	0	0.0026	0
PTPRS	Uncertain	Ovarian Cancer	384	0	0.0026	1
RAD50	Uncertain	Ovarian Cancer	384	0.0026	0.0026	NA
RAD51B	Uncertain	Ovarian Cancer	384	0	0.0052	0.5
RAD51C	Moderate	Ovarian Cancer	384	0	0.0078	0.667
RAD54L	Uncertain	Ovarian Cancer	384	0	0.0026	0
RECQL4	Uncertain	Ovarian Cancer	384	0	0.0078	0
HOXB13	Moderate	Pancreatic Adenocarcinoma	738	0	0.0068	0
MGA	Uncertain	Pancreatic Adenocarcinoma	738	0.0068	0.0014	0
MST1	Uncertain	Pancreatic Adenocarcinoma	738	0	0.0014	1
NUP93	Uncertain	Pancreatic Adenocarcinoma	738	0	0.0014	0
APC	Low,High	Pancreatic Adenocarcinoma	758	0.0092	0.029	0.105
ATM	Moderate	Pancreatic Adenocarcinoma	758	0.0435	0.0119	1
ATR	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	1
AXIN2	Uncertain	Pancreatic Adenocarcinoma	758	0.0053	0.0013	0
BARD1	Uncertain	Pancreatic Adenocarcinoma	758	0.0026	0.0013	1
BLM	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	0.5
BRCA1	High	Pancreatic Adenocarcinoma	758	0.0026	0.0224	0.643
BRCA2	High	Pancreatic Adenocarcinoma	758	0.0237	0.0501	0.839
CASP8	Uncertain	Pancreatic Adenocarcinoma	758	0.0066	0.0013	1
CBL	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	0
CDKN1A	Uncertain	Pancreatic Adenocarcinoma	758	0.0013	0.0013	0
CHEK2	Moderate,Uncertain	Pancreatic Adenocarcinoma	758	0	0.0277	0.421
ERCC2	Uncertain	Pancreatic Adenocarcinoma	758	0.0013	0.0013	NA
ERCC3	Uncertain	Pancreatic Adenocarcinoma	758	0.0013	0.0092	0
ERCC4	Uncertain	Pancreatic Adenocarcinoma	758	0.0013	0.0013	0
FAM175A	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	1
FANCA	Uncertain	Pancreatic Adenocarcinoma	758	0.0026	0.0013	NA
FANCC	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0053	0.333
FAT1	Uncertain	Pancreatic Adenocarcinoma	758	0.004	0.0013	NA
FH	Uncertain,High	Pancreatic Adenocarcinoma	758	0	0.0026	0.5
IFNGR1	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	1
MDC1	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	1
MITF	Moderate	Pancreatic Adenocarcinoma	758	0	0.004	0
MLH1	High	Pancreatic Adenocarcinoma	758	0.0013	0.0013	1
MRE11A	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	0
MSH2	High	Pancreatic Adenocarcinoma	758	0	0.0026	0
MSH6	High	Pancreatic Adenocarcinoma	758	0.004	0.0013	1
MUTYH	Low	Pancreatic Adenocarcinoma	758	0	0.0132	0.25
NBN	Moderate	Pancreatic Adenocarcinoma	758	0	0.004	0
NF1	High	Pancreatic Adenocarcinoma	758	0.0066	0.0026	1
NKX3-1	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	1
NOTCH3	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	0
PALB2	High	Pancreatic Adenocarcinoma	758	0	0.0026	0.5
PIK3C2G	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0079	0.333
PMS1	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	NA
PMS2	High	Pancreatic Adenocarcinoma	758	0	0.0026	0.5
PTPRS	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	0
RAD50	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	0.5
RAD51C	Moderate	Pancreatic Adenocarcinoma	758	0	0.0013	1
RAD54L	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	1
RECQL4	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	0
RNF43	Uncertain	Pancreatic Adenocarcinoma	758	0.0383	0.0013	0
RPS6KB2	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	1
SPOP	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0013	0
STK11	High	Pancreatic Adenocarcinoma	758	0.0092	0.0013	0
TSHR	Uncertain	Pancreatic Adenocarcinoma	758	0	0.0026	0
APC	Low,High	Pancreatic Neuroendocrine Tumor	112	0	0.0268	0
ATM	Moderate	Pancreatic Neuroendocrine Tumor	112	0.0357	0.0089	1
CHEK2	Moderate,Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0446	0.6
ERCC2	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0179	0
FANCA	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	1
FANCC	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	0
FH	Uncertain,High	Pancreatic Neuroendocrine Tumor	112	0	0.0089	1
MEN1	High	Pancreatic Neuroendocrine Tumor	112	0.3571	0.0089	1
MUTYH	Low	Pancreatic Neuroendocrine Tumor	112	0	0.0268	1
PIK3C2G	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	1
RAD50	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	0
RECQL4	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	0
TSC2	High	Pancreatic Neuroendocrine Tumor	112	0.1161	0.0089	1
TSHR	Uncertain	Pancreatic Neuroendocrine Tumor	112	0	0.0089	0
VHL	High,Uncertain	Pancreatic Neuroendocrine Tumor	112	0.0446	0.0089	NA
HIST3H3	Uncertain	Prostate Cancer	925	0	0.0011	0
HOXB13	Moderate	Prostate Cancer	925	0	0.0043	0
SH2B3	Uncertain	Prostate Cancer	925	0	0.0011	0
XRCC2	Uncertain	Prostate Cancer	925	0	0.0011	0
ZFHX3	Uncertain	Prostate Cancer	925	0	0.0011	0
ALOX12B	Uncertain	Prostate Cancer	1042	0	0.001	0
APC	Low,High	Prostate Cancer	1042	0.0537	0.0163	0.417
ATM	Moderate	Prostate Cancer	1042	0.0365	0.0144	0.769
BARD1	Uncertain	Prostate Cancer	1042	0.001	0.001	0
BLM	Uncertain	Prostate Cancer	1042	0	0.0029	0
BRCA1	High	Prostate Cancer	1042	0.0048	0.0038	0.667
BRCA2	High	Prostate Cancer	1042	0.0278	0.048	0.783
BRIP1	Moderate	Prostate Cancer	1042	0.0077	0.0038	0.667
CASP8	Uncertain	Prostate Cancer	1042	0.001	0.0029	0.333
CHEK1	Uncertain	Prostate Cancer	1042	0	0.0019	0
CHEK2	Moderate,Uncertain	Prostate Cancer	1042	0	0.0269	0.238
DICER1	High	Prostate Cancer	1042	0.001	0.001	0
DIS3	Uncertain	Prostate Cancer	1042	0.001	0.0019	0
DNMT3B	Uncertain	Prostate Cancer	1042	0	0.001	0
ERCC2	Uncertain	Prostate Cancer	1042	0	0.0038	0
ERCC3	Uncertain	Prostate Cancer	1042	0	0.0077	0
ERCC4	Uncertain	Prostate Cancer	1042	0	0.001	NA
ERCC5	Uncertain	Prostate Cancer	1042	0	0.001	1
FANCA	Uncertain	Prostate Cancer	1042	0	0.0048	0.4
FAT1	Uncertain	Prostate Cancer	1042	0.0029	0.001	0
FH	Uncertain,High	Prostate Cancer	1042	0	0.0058	0.167
FLCN	High	Prostate Cancer	1042	0	0.001	NA
LATS1	Uncertain	Prostate Cancer	1042	0.0029	0.0019	0
MITF	Moderate	Prostate Cancer	1042	0	0.0077	0.167
MSH2	High	Prostate Cancer	1042	0.001	0.0038	0.75
MSH6	High	Prostate Cancer	1042	0.0077	0.0019	0
MUTYH	Low	Prostate Cancer	1042	0	0.0202	0
NBN	Moderate	Prostate Cancer	1042	0	0.0019	0.5
NOTCH4	Uncertain	Prostate Cancer	1042	0	0.001	NA
PALB2	High	Prostate Cancer	1042	0	0.0048	0.8
PARK2	Uncertain	Prostate Cancer	1042	0	0.001	0
PAX5	Uncertain	Prostate Cancer	1042	0.001	0.001	0
PDCD1	Uncertain	Prostate Cancer	1042	0	0.001	0
PIK3C2G	Uncertain	Prostate Cancer	1042	0	0.0058	0
PMS2	High	Prostate Cancer	1042	0.0029	0.0029	0.5
PRDM1	Uncertain	Prostate Cancer	1042	0	0.001	0
RAD52	Uncertain	Prostate Cancer	1042	0	0.001	0
RAD54L	Uncertain	Prostate Cancer	1042	0	0.0029	0.333
RASA1	Uncertain	Prostate Cancer	1042	0	0.001	1
RECQL4	Uncertain	Prostate Cancer	1042	0	0.0019	0
RFWD2	Uncertain	Prostate Cancer	1042	0	0.001	1
RNF43	Uncertain	Prostate Cancer	1042	0.0115	0.001	0
RPS6KB2	Uncertain	Prostate Cancer	1042	0	0.0029	0.667
SETD2	Uncertain	Prostate Cancer	1042	0.0086	0.001	0
SHQ1	Uncertain	Prostate Cancer	1042	0	0.0029	0
SMARCA4	High	Prostate Cancer	1042	0.001	0.001	0
TP53	High	Prostate Cancer	1042	0.2802	0.001	0
TSHR	Uncertain	Prostate Cancer	1042	0	0.001	0
VHL	High,Uncertain	Prostate Cancer	1042	0.001	0.001	1
APC	Low,High	Renal Clear Cell Carcinoma	272	0.0037	0.0221	0.2
ATM	Moderate	Renal Clear Cell Carcinoma	272	0.0368	0.0037	0
BAP1	High	Renal Clear Cell Carcinoma	272	0.1507	0.0147	1
BARD1	Uncertain	Renal Clear Cell Carcinoma	272	0.0037	0.0037	0
CASP8	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
CHEK2	Moderate,Uncertain	Renal Clear Cell Carcinoma	272	0	0.0331	0.444
DIS3	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
EPCAM	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
ERCC2	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0074	0
ERCC3	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	1
FANCA	Uncertain	Renal Clear Cell Carcinoma	272	0.0037	0.0037	0
FH	Uncertain,High	Renal Clear Cell Carcinoma	272	0	0.0037	0
IFNGR1	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
JAK3	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
MITF	Moderate	Renal Clear Cell Carcinoma	272	0	0.0037	0
MSH6	High	Renal Clear Cell Carcinoma	272	0.0037	0.0074	0
MUTYH	Low	Renal Clear Cell Carcinoma	272	0	0.0221	0.4
PIK3C2G	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
PIK3R3	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0074	0
RAD50	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
RAD51C	Moderate	Renal Clear Cell Carcinoma	272	0.0037	0.0037	0
RAD54L	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
RECQL4	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0074	0
SDHA	High	Renal Clear Cell Carcinoma	272	0	0.0037	0
SHQ1	Uncertain	Renal Clear Cell Carcinoma	272	0	0.0037	0
VHL	High,Uncertain	Renal Clear Cell Carcinoma	272	0.7426	0.011	1
AMER1	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	0
APC	Low,High	Renal Non-Clear Cell Carcinoma	190	0	0.0105	0
BARD1	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	0
BRCA1	High	Renal Non-Clear Cell Carcinoma	190	0	0.0158	0
BRCA2	High	Renal Non-Clear Cell Carcinoma	190	0	0.0053	0
CHEK2	Moderate,Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	1
DIS3	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	1
FAM175A	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	NA
FANCA	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	0
FAT1	Uncertain	Renal Non-Clear Cell Carcinoma	190	0.0211	0.0053	0
FH	Uncertain,High	Renal Non-Clear Cell Carcinoma	190	0	0.0368	1
FLCN	High	Renal Non-Clear Cell Carcinoma	190	0	0.0105	1
MET	High	Renal Non-Clear Cell Carcinoma	190	0.0316	0.0053	1
MUTYH	Low	Renal Non-Clear Cell Carcinoma	190	0	0.0105	0
PALB2	High	Renal Non-Clear Cell Carcinoma	190	0	0.0053	1
PTPRD	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	1
RPS6KB2	Uncertain	Renal Non-Clear Cell Carcinoma	190	0	0.0053	0
SDHB	High	Renal Non-Clear Cell Carcinoma	190	0	0.0211	1
SMARCB1	High	Renal Non-Clear Cell Carcinoma	190	0.0368	0.0053	1
RB1	High	Retinoblastoma	12	0.6667	0.0833	1
SETD2	Uncertain	Retinoblastoma	12	0	0.0833	0
MAPK3	Uncertain	Salivary Carcinoma	111	0	0.009	0
XRCC2	Uncertain	Salivary Carcinoma	111	0	0.009	0
APC	Low,High	Salivary Carcinoma	149	0.0134	0.0067	NA
BLM	Uncertain	Salivary Carcinoma	149	0	0.0134	0
BMPR1A	High	Salivary Carcinoma	149	0	0.0067	0
BRCA1	High	Salivary Carcinoma	149	0	0.0134	1
CHEK2	Moderate,Uncertain	Salivary Carcinoma	149	0	0.0067	NA
EPCAM	Uncertain	Salivary Carcinoma	149	0	0.0067	NA
FAM175A	Uncertain	Salivary Carcinoma	149	0	0.0067	0
FANCC	Uncertain	Salivary Carcinoma	149	0	0.0067	0
FLCN	High	Salivary Carcinoma	149	0	0.0067	1
HNF1A	Uncertain	Salivary Carcinoma	149	0	0.0067	0
MITF	Moderate	Salivary Carcinoma	149	0	0.0067	0
MUTYH	Low	Salivary Carcinoma	149	0	0.0134	0.5
PDCD1	Uncertain	Salivary Carcinoma	149	0	0.0067	0
TET2	Uncertain	Salivary Carcinoma	149	0.0067	0.0067	0
CHEK2	Moderate,Uncertain	Sex Cord Stromal Tumor	27	0	0.1111	0.333
DICER1	High	Sex Cord Stromal Tumor	27	0.0741	0.037	1
PIK3C2G	Uncertain	Sex Cord Stromal Tumor	27	0	0.037	1
RAD51B	Uncertain	Sex Cord Stromal Tumor	27	0	0.037	1
SUFU	High	Sex Cord Stromal Tumor	27	0	0.037	1
HIST1H3A	Uncertain	Skin Cancer, Non-Melanoma	149	0	0.0067	1
XRCC2	Uncertain	Skin Cancer, Non-Melanoma	149	0	0.0067	0
APC	Low,High	Skin Cancer, Non-Melanoma	196	0.0204	0.0459	0.25
ATM	Moderate	Skin Cancer, Non-Melanoma	196	0.1582	0.0051	0
BRCA1	High	Skin Cancer, Non-Melanoma	196	0.0102	0.0051	NA
BRCA2	High	Skin Cancer, Non-Melanoma	196	0.0306	0.0153	0.667
BRIP1	Moderate	Skin Cancer, Non-Melanoma	196	0.051	0.0051	0
CHEK2	Moderate,Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0102	0.5
CUL3	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
DIS3	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
FANCC	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
FH	Uncertain,High	Skin Cancer, Non-Melanoma	196	0	0.0102	0.5
MITF	Moderate	Skin Cancer, Non-Melanoma	196	0	0.0102	1
MUTYH	Low	Skin Cancer, Non-Melanoma	196	0	0.0051	0
NOTCH4	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
PARK2	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
PMS1	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	0
RAD51C	Moderate	Skin Cancer, Non-Melanoma	196	0	0.0051	0
RAD54L	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	NA
RECQL4	Uncertain	Skin Cancer, Non-Melanoma	196	0	0.0051	1
APC	Low,High	Small Bowel Cancer	59	0.2542	0.0678	0.667
ATM	Moderate	Small Bowel Cancer	59	0.1864	0.0339	1
CHEK2	Moderate,Uncertain	Small Bowel Cancer	59	0	0.0169	0
ERCC2	Uncertain	Small Bowel Cancer	59	0	0.0169	0
MDC1	Uncertain	Small Bowel Cancer	59	0	0.0169	NA
MLH1	High	Small Bowel Cancer	59	0.0169	0.0169	0
MSH2	High	Small Bowel Cancer	59	0	0.0169	1
MSH6	High	Small Bowel Cancer	59	0.0339	0.0169	0
MUTYH	Low	Small Bowel Cancer	59	0	0.0339	NA
TET2	Uncertain	Small Bowel Cancer	59	0.0339	0.0169	0
ALOX12B	Uncertain	Small Cell Lung Cancer	132	0	0.0076	1
APC	Low,High	Small Cell Lung Cancer	132	0.0303	0.0227	1
BRCA1	High	Small Cell Lung Cancer	132	0.0152	0.0076	NA
BRCA2	High	Small Cell Lung Cancer	132	0.0076	0.0076	0
CHEK2	Moderate,Uncertain	Small Cell Lung Cancer	132	0	0.0227	0
ERCC5	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
FANCC	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
INPP4A	Uncertain	Small Cell Lung Cancer	132	0	0.0076	NA
MITF	Moderate	Small Cell Lung Cancer	132	0	0.0076	1
MUTYH	Low	Small Cell Lung Cancer	132	0	0.0152	0
NBN	Moderate	Small Cell Lung Cancer	132	0	0.0076	0
NCOR1	Uncertain	Small Cell Lung Cancer	132	0.0076	0.0076	1
PMS1	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
RAD54L	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
RECQL4	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
RPS6KB2	Uncertain	Small Cell Lung Cancer	132	0	0.0076	0
HOXB13	Moderate	Soft Tissue Sarcoma	552	0	0.0036	0
MST1	Uncertain	Soft Tissue Sarcoma	552	0	0.0036	0
APC	Low,High	Soft Tissue Sarcoma	666	0.0015	0.021	0.2
ASXL1	Uncertain	Soft Tissue Sarcoma	666	0.0015	0.0015	0
ATM	Moderate	Soft Tissue Sarcoma	666	0.0255	0.0015	1
BARD1	Uncertain	Soft Tissue Sarcoma	666	0	0.003	1
BRCA1	High	Soft Tissue Sarcoma	666	0.003	0.003	0
BRCA2	High	Soft Tissue Sarcoma	666	0.0015	0.006	0.667
BRIP1	Moderate	Soft Tissue Sarcoma	666	0.0075	0.0015	0
CBL	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
CDH1	High	Soft Tissue Sarcoma	666	0	0.0015	0
CHEK2	Moderate,Uncertain	Soft Tissue Sarcoma	666	0.0015	0.015	0.111
DICER1	High	Soft Tissue Sarcoma	666	0.009	0.0015	NA
DIS3	Uncertain	Soft Tissue Sarcoma	666	0.0015	0.0015	0
ERCC3	Uncertain	Soft Tissue Sarcoma	666	0.0015	0.0075	0
ERCC4	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
FANCA	Uncertain	Soft Tissue Sarcoma	666	0	0.003	0
FANCC	Uncertain	Soft Tissue Sarcoma	666	0.003	0.003	0
FH	Uncertain,High	Soft Tissue Sarcoma	666	0	0.0045	0
FLCN	High	Soft Tissue Sarcoma	666	0	0.0015	0
JAK3	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
KMT2D	Uncertain	Soft Tissue Sarcoma	666	0.012	0.0015	0
MITF	Moderate	Soft Tissue Sarcoma	666	0	0.006	0
MSH2	High	Soft Tissue Sarcoma	666	0.0015	0.0045	1
MUTYH	Low	Soft Tissue Sarcoma	666	0	0.0165	0.125
NBN	Moderate	Soft Tissue Sarcoma	666	0	0.0015	1
NF1	High	Soft Tissue Sarcoma	666	0.033	0.0015	NA
NOTCH3	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
NOTCH4	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
PARK2	Uncertain	Soft Tissue Sarcoma	666	0	0.003	0
PIK3C2G	Uncertain	Soft Tissue Sarcoma	666	0	0.0045	0.333
PMS1	Uncertain	Soft Tissue Sarcoma	666	0	0.003	0
PTCH1	High	Soft Tissue Sarcoma	666	0.0015	0.0015	1
PTPRS	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	NA
RAD50	Uncertain	Soft Tissue Sarcoma	666	0	0.006	0
RAD51C	Moderate	Soft Tissue Sarcoma	666	0	0.0015	0
RAD54L	Uncertain	Soft Tissue Sarcoma	666	0	0.0045	0.333
RASA1	Uncertain	Soft Tissue Sarcoma	666	0.0015	0.0015	NA
RB1	High	Soft Tissue Sarcoma	666	0.039	0.0045	1
RECQL4	Uncertain	Soft Tissue Sarcoma	666	0	0.003	0
SDHA	High	Soft Tissue Sarcoma	666	0	0.0015	0
SDHB	High	Soft Tissue Sarcoma	666	0	0.0015	0
SETD2	Uncertain	Soft Tissue Sarcoma	666	0.006	0.0015	0
TNFRSF14	Uncertain	Soft Tissue Sarcoma	666	0	0.0015	0
TP53	High	Soft Tissue Sarcoma	666	0.1997	0.0075	1
VHL	High,Uncertain	Soft Tissue Sarcoma	666	0.0015	0.0015	0
CHEK2	Moderate,Uncertain	Thymic Tumor	44	0	0.0227	0
MUTYH	Low	Thymic Tumor	44	0	0.0227	0
NF1	High	Thymic Tumor	44	0	0.0227	0
RECQL4	Uncertain	Thymic Tumor	44	0	0.0227	0
TET1	Uncertain	Thymic Tumor	44	0	0.0227	1
HOXB13	Moderate	Thyroid Cancer	223	0	0.0045	0
MST1	Uncertain	Thyroid Cancer	223	0	0.0045	0
ALOX12B	Uncertain	Thyroid Cancer	306	0	0.0033	1
APC	Low,High	Thyroid Cancer	306	0.0098	0.0261	0
BAP1	High	Thyroid Cancer	306	0	0.0033	0
BRCA1	High	Thyroid Cancer	306	0.0065	0.0033	0
BRCA2	High	Thyroid Cancer	306	0.0033	0.0033	0
BRIP1	Moderate	Thyroid Cancer	306	0	0.0033	0
CHEK2	Moderate,Uncertain	Thyroid Cancer	306	0	0.0229	0.8
DIS3	Uncertain	Thyroid Cancer	306	0.0065	0.0033	0
ERCC5	Uncertain	Thyroid Cancer	306	0	0.0033	1
FANCA	Uncertain	Thyroid Cancer	306	0	0.0065	0
FANCC	Uncertain	Thyroid Cancer	306	0	0.0033	0
FH	Uncertain,High	Thyroid Cancer	306	0	0.0065	0
INPP4A	Uncertain	Thyroid Cancer	306	0	0.0033	0
JAK3	Uncertain	Thyroid Cancer	306	0	0.0033	NA
MLH1	High	Thyroid Cancer	306	0.0033	0.0033	1
MRE11A	Uncertain	Thyroid Cancer	306	0	0.0065	0.5
MSH6	High	Thyroid Cancer	306	0.0065	0.0033	1
MUTYH	Low	Thyroid Cancer	306	0	0.0098	0.5
NBN	Moderate	Thyroid Cancer	306	0	0.0033	0
NKX3-1	Uncertain	Thyroid Cancer	306	0	0.0033	0
PALB2	High	Thyroid Cancer	306	0	0.0033	0
PIK3C2G	Uncertain	Thyroid Cancer	306	0	0.0065	0.5
PMS1	Uncertain	Thyroid Cancer	306	0	0.0033	0
RAD50	Uncertain	Thyroid Cancer	306	0	0.0065	0
RAD52	Uncertain	Thyroid Cancer	306	0	0.0065	0
RET	High	Thyroid Cancer	306	0.0621	0.0098	0.5
SDHA	High	Thyroid Cancer	306	0	0.0065	0.5
SHQ1	Uncertain	Thyroid Cancer	306	0	0.0033	NA
HIST1H3H	Uncertain	Unknown	35	0	0.0286	NA
APC	Low,High	Unknown	39	0	0.0256	NA
BRCA1	High	Unknown	39	0	0.0256	0
BRCA2	High	Unknown	39	0	0.0256	NA
ERCC2	Uncertain	Unknown	39	0	0.0256	NA
ERCC3	Uncertain	Unknown	39	0	0.0256	NA
ERCC4	Uncertain	Unknown	39	0	0.0256	NA
PMS1	Uncertain	Unknown	39	0	0.0256	NA
HOXB13	Moderate	Uterine Sarcoma	81	0	0.0123	0
APC	Low,High	Uterine Sarcoma	127	0	0.0236	0
ATM	Moderate	Uterine Sarcoma	127	0.0157	0.0079	0
BCL2L11	Uncertain	Uterine Sarcoma	127	0	0.0079	0
CHEK2	Moderate,Uncertain	Uterine Sarcoma	127	0	0.0157	0
FH	Uncertain,High	Uterine Sarcoma	127	0	0.0079	1
NBN	Moderate	Uterine Sarcoma	127	0	0.0079	0
NOTCH3	Uncertain	Uterine Sarcoma	127	0	0.0079	0
RAD50	Uncertain	Uterine Sarcoma	127	0	0.0079	0
SETD2	Uncertain	Uterine Sarcoma	127	0	0.0079	0
TGFBR2	Uncertain	Uterine Sarcoma	127	0	0.0079	0
TP53	High	Uterine Sarcoma	127	0.3622	0.0157	0
